Country,Region,Income_Level,Population_Millions,Import_Dependency_Percentage,Export_Revenue_Billion_USD,Year,GDP_Growth_Rate,Inflation_Rate,Food_Inflation_Rate,Fuel_Price_Index,Currency_Exchange_Rate_vs_USD,Forex_Reserves_Billion_USD,External_Debt_to_GDP,Interest_Rate,Government_Spending_Pct_GDP,Money_Supply_Growth,Unemployment_Rate,Poverty_Rate,War_Conflict_Flag,Political_Instability_Score,Supply_Chain_Disruption_Score,Oil_Dependency_Score,Tourism_Revenue_Loss_Pct,Global_Trade_Disruption_Index,Grocery_Price_Index,Transportation_Cost_Index,Travel_Cost_Index,Housing_Cost_Index,Consumer_Purchasing_Power,Currency_Devaluation_Percentage,Sovereign_Default_Risk_Score,Economic_Collapse_Probability,Inflation_Crisis_Level,Recovery_Potential_Score,Is_Future_Prediction,Policy_Intervention_Flag,Composite_Risk_Score,High_Risk_Flag,Debt_to_Forex_Ratio,Economic_Status
Ukraine,Europe,Lower-Middle,43,35,60,2026,1.74,10.28,13.11,91,178.146,28.115,144.6,18.08,37.2,14.2,10.5,26.8,0,3,1,6,4,3.1,117.3,104.6,117.6,125.8,89.1,10.25,22.6,99,Medium,95,1,0,48.17,1,5.14,In Crisis
Ukraine,Europe,Lower-Middle,43,35,60,2027,0.34,6.96,8.69,95.1,195.357,28.115,144.9,16.81,37.3,6,9.9,30.2,0,4,3,6,9.2,5,103.5,105.4,109.7,109.3,90,9.66,24.2,99,Medium,95,1,0,51.09,1,5.15,In Crisis
Ukraine,Europe,Lower-Middle,43,35,60,2028,1.12,12.53,16.43,87.7,213.499,28.115,148,16.28,39,15.5,9.4,25.2,0,3,2,6,0,1.5,125.5,96.3,123.1,116.8,87,9.29,19.7,99,Medium,95,1,0,47.95,1,5.26,In Crisis
Ukraine,Europe,Lower-Middle,43,35,60,2029,3.08,8.99,12.33,104.3,230.73,28.115,150.8,17.21,40.8,14.6,9.8,28,0,1,1,6,0,2.8,108.6,111.7,121.8,105.5,92.5,8.07,16.6,99,Medium,95,1,0,40.79,1,5.36,In Crisis
Ukraine,Europe,Lower-Middle,43,35,60,2030,4.27,9.12,7.99,93.5,250.725,28.115,151.3,17.4,42.6,12.4,6.6,31.1,0,5,4,6,4.6,4.9,110.2,114.7,113.5,117.1,95.8,8.67,26.4,99,Medium,95,1,0,55.28,1,5.38,In Crisis
Ukraine,Europe,Lower-Middle,43,35,60,2031,2.23,5.47,6.77,103.6,271.839,28.115,150.7,16.01,39.2,7.9,10.4,24.3,0,2,2,6,0,3.6,94.7,109.9,115.2,106.4,93.8,8.42,18.7,99,Medium,95,1,0,43.78,1,5.36,In Crisis
Ukraine,Europe,Lower-Middle,43,35,60,2032,3.44,10.77,13.6,108,297.418,28.115,150,16.09,42.2,8.9,5.8,28.8,0,4,3,6,0,3.8,110.6,112,116.8,115.1,93.6,9.41,24.1,99,Medium,95,1,0,51.89,1,5.33,In Crisis
Ukraine,Europe,Lower-Middle,43,35,60,2033,1.09,7.05,9.74,104,321.9,28.115,150.5,14.23,33.9,11.3,11.2,27.2,0,3,6,6,1.9,5.9,112.8,109.5,104,129,90.4,8.23,28.9,99,Medium,95,1,0,49.56,1,5.35,In Crisis
Ukraine,Europe,Lower-Middle,43,35,60,2034,2.995,8.12,10.82,108.9,350.342,28.115,152.9,13.72,36.9,7.9,8.1,29.5,0,2,1,6,0,0.4,114.4,120.1,121.9,99,93.4,8.84,20,99,Medium,95,1,0,44.61,1,5.44,In Crisis
Ukraine,Europe,Lower-Middle,43,35,60,2035,5.61,8.89,12.28,100.2,378.376,28.115,153.1,19.59,39.7,9.5,7.8,29,0,4,2,6,0,2.5,115,115,118.4,123.6,97.4,8,28,99,Medium,95,1,0,52.74,1,5.44,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2000,2.01,15.1,9.76,72.3,15,126.52,33.7,13.86,29.6,21.5,10,30.3,0,3,2,7,0,3.9,129.8,96.3,110.6,130.6,85.9,0,12.1,21.09,High,46.9,0,0,21.25,0,0.27,Moderate
Turkey,Europe,Upper-Middle,85,30,230,2001,3.88,13.57,16.02,56.5,15.674,135.62,34.5,17.09,31.2,20.4,11.4,20.4,0,1,3,7,2.9,4.7,123.4,80.6,105,121.8,89.3,4.49,7.3,15.54,Medium,50,0,0,12.47,0,0.25,Moderate
Turkey,Europe,Upper-Middle,85,30,230,2002,6.35,18.73,20.61,52.6,16.574,142.15,34.8,13.13,27.9,28.3,10,21.9,0,6,2,7,3.7,3.8,139.6,81.8,113.3,133.5,89.5,5.74,16.7,23.3,High,38.7,0,0,32.55,0,0.24,Moderate
Turkey,Europe,Upper-Middle,85,30,230,2003,7.25,5.62,5.36,59.4,17.276,142.07,34.7,8.47,27.7,2.8,10.1,19.6,0,1,2,7,0,3.5,100.6,82,90.5,97.5,101.3,4.24,5.9,9.25,Medium,60.9,0,1,9.37,0,0.24,Moderate
Turkey,Europe,Upper-Middle,85,30,230,2004,5.11,11.75,12.23,69.5,18.248,144.54,36.6,17.07,30.9,11.9,11.8,21.3,0,1,2,7,16.9,2.5,122,95.4,111.8,130.7,92.4,5.63,3.1,13.9,Medium,55.4,0,0,10.84,0,0.25,Moderate
Turkey,Europe,Upper-Middle,85,30,230,2005,3.73,10.27,12.39,82.4,19.024,143.64,37.8,16.53,34.2,10.6,10.5,18.3,0,5,5,7,0,3.3,119.5,108.6,111.8,123.2,92.1,4.25,13.3,19.98,Medium,47.4,0,0,26.75,0,0.26,Moderate
Turkey,Europe,Upper-Middle,85,30,230,2006,5.47,10.37,16.01,80.9,20.223,139.72,36.4,10.33,29.6,12,9.5,18.8,0,2,4,7,4.3,3.8,119,100.8,113.5,118.2,95.2,6.3,4.9,14.45,Medium,51.1,0,0,14.21,0,0.26,Moderate
Turkey,Europe,Upper-Middle,85,30,230,2007,4.26,7.03,9.02,93.4,20.614,135.03,36.1,14.11,29.3,13,8.4,20.9,0,2,1,7,0,2.7,102.9,102.6,111.3,114.6,96.3,1.93,6.4,13.41,Medium,63.8,0,0,13.81,0,0.27,Moderate
Turkey,Europe,Upper-Middle,85,30,230,2008,2.87,13.62,14.59,141.7,21.477,133.76,37.3,14.4,23.7,16.2,11.2,20.5,0,1,3,7,0,5,109.3,134.1,141.5,131.1,87.8,4.19,7,17.15,Medium,56.5,0,1,12.95,0,0.28,Moderate
Turkey,Europe,Upper-Middle,85,30,230,2009,3.91,13.84,16.66,41.4,22.324,131.17,38.9,17.7,36,19.1,11.2,20.2,0,4,1,7,2.3,5.9,123.6,72.6,93.2,118.8,89.2,3.94,21.3,21.85,Medium,50.7,0,0,26.81,0,0.3,Moderate
Turkey,Europe,Upper-Middle,85,30,230,2010,5.16,9.92,8.91,95.4,23.358,130.39,39.6,14.64,30.3,12.9,10.2,23.6,0,1,2,7,0,2,112.4,116.4,121.9,118.2,94.7,4.63,3.6,14.52,Medium,54.1,0,0,11,0,0.3,Moderate
Turkey,Europe,Upper-Middle,85,30,230,2011,4.16,4.62,4.53,141.9,24.818,126.17,40.2,14.3,35.8,5.9,12.6,23.5,0,2,2,7,7.9,5,97.7,135,126.8,107.4,96.2,6.25,10.5,12.77,Low,63,0,0,14.52,0,0.32,Strong
Turkey,Europe,Upper-Middle,85,30,230,2012,6.09,15.63,19.05,101.2,25.594,127.45,42.4,14.77,32,15.9,11.6,22.7,0,4,1,7,0,1.7,125.8,108.1,125.6,134.3,90.8,3.13,15.5,22.48,High,53.3,0,1,25.96,0,0.33,Moderate
Turkey,Europe,Upper-Middle,85,30,230,2013,2.14,15.5,22.92,107.9,26.88,131.98,44.6,18.11,33.8,22,12.2,21.6,0,3,4,7,2.2,3.6,132.6,109.3,139.4,123.7,84.7,5.02,16.5,24.54,High,46.2,0,0,23.82,0,0.34,Moderate
Turkey,Europe,Upper-Middle,85,30,230,2014,1.28,12.93,12.63,36.7,27.802,124.5,47.7,15.81,31.2,13.9,12.1,21,0,2,4,7,3.2,2.9,120.4,79,97.3,121.5,85.5,3.43,10.8,23.77,Medium,45.4,0,0,18.97,0,0.38,Moderate
Turkey,Europe,Upper-Middle,85,30,230,2015,4.2,13.96,15.54,20.5,29.322,132.29,48.1,16.98,29.9,11.2,9.4,19.1,0,1,6,7,3.3,4.4,133.4,64.4,98.5,114.3,90.4,5.47,16.5,19.67,Medium,54.3,0,0,16.54,0,0.36,Moderate
Turkey,Europe,Upper-Middle,85,30,230,2016,3.68,8.12,8.44,46,30.279,128.31,48,13.78,27.3,16.3,11,19.2,0,3,2,7,0,2,113.9,80.7,97.2,110.3,93.5,3.26,16,19.62,Medium,50.9,0,1,21.52,0,0.37,Moderate
Turkey,Europe,Upper-Middle,85,30,230,2017,8.26,18.5,27.73,53.7,32.614,132.29,49.4,15.26,30.1,22.8,9.9,20.5,0,3,3,7,4.9,2.6,140.3,91.8,101.6,142.8,92.6,7.71,15.9,22.21,High,63.7,0,0,23.77,0,0.37,Moderate
Turkey,Europe,Upper-Middle,85,30,230,2018,7.9,20,15.5,65.9,47.799,132.29,58.6,20.33,25.2,19.2,11.2,24.8,0,7,5,7,13.4,5.6,141.9,92,120.6,149.2,90.2,46.56,21.2,99,High,95,0,0,56.98,1,0.44,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2019,1.41,9.12,10.97,58.1,49.46,132.29,59.1,15.13,34.7,9.5,9.4,30.3,0,4,3,7,0,2.3,117.9,72.9,98,125.8,90.1,3.47,13.6,99,Medium,95,0,0,44.47,1,0.45,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2020,-1.85,15.54,14.12,25.3,52.207,132.29,62.1,13.43,25.2,19.8,12,24.5,0,3,6,7,5.3,10,131.1,77.2,99.4,140.5,78.8,5.55,15.4,99,High,95,0,0,43.04,1,0.47,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2021,6.68,10.89,12.29,88.5,55.611,132.29,62.5,12.2,30.7,13,9,22.1,0,6,5,7,6.9,7.1,116.7,101.2,114.6,117,96.8,6.52,25.7,99,Medium,95,0,0,53.93,1,0.47,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2022,8.9071,72,92.43,180.6,97.408,132.29,70.9,19.52,32.7,81.2,11.1,25.5,0,7,6,7,0,7.5,307.2,160.8,282.9,275.8,53.2,75.16,32.6,99,Extreme,95,0,0,68.24,1,0.54,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2023,8.52,53,63.68,98.1,148.537,132.29,79.7,15.29,28.9,60.2,15.6,24.7,0,6,5,7,5.7,6.9,243.6,109.1,199,224.4,62.6,52.49,26.1,99,Extreme,95,0,0,61.21,1,0.6,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2024,6.91,14.45,12.86,86.1,158.475,132.29,81.8,20.29,30.9,20.6,6.3,19.5,0,1,2,7,4.3,1.3,128.5,101.1,119.1,129.2,95.7,6.69,10.7,99,Medium,95,0,0,36.68,1,0.62,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2025,4.07,17.64,23.45,84.8,167.774,132.29,82.1,17.79,28.4,22.5,8.9,18.2,0,4,1,7,0,2.3,142,111.3,127.2,130.1,87.5,5.87,19.2,99,High,95,0,0,48.3,1,0.62,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2026,4.65,18.75,22.89,94.5,173.863,132.29,82,12.21,29.5,25.6,9.8,23.1,0,1,2,7,0,3,143.6,109.5,139.5,142.9,87.1,3.63,11.3,99,High,95,1,0,37.49,1,0.62,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2027,1.81,19.39,22.6,88.3,182.069,132.29,83.8,15.4,30.5,22.3,10.9,24.4,0,3,2,7,2.8,4.9,141.4,97.4,131.1,138.5,81.8,4.72,18.2,99,High,95,1,0,45.4,1,0.63,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2028,5.61,10.74,12.5,92,190.022,132.29,83.5,14.15,38,14.5,9.2,20.5,0,3,1,7,0,2.2,122.4,110.4,110.1,101.2,95.2,4.37,13,99,Medium,95,1,0,42.79,1,0.63,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2029,4.26,11.51,12.16,91.8,199.735,132.29,84.6,16.02,28.8,20.3,9,22.4,0,3,2,7,0,2.2,117,107.4,129.9,123.7,92.7,5.11,14.4,99,Medium,95,1,1,43.31,1,0.64,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2030,4.34,11.94,12.8,107.2,211.682,132.29,85.7,16.81,28.8,18.5,14,21.1,0,1,2,7,5,5.2,114.8,122.7,112,119.1,90,5.98,3.4,99,Medium,95,1,0,34.68,1,0.65,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2031,4.61,7.67,7.69,96.6,221.961,132.29,87.6,10.71,26.3,8.4,4.6,21.5,0,1,1,7,0,2.9,104.7,103.1,113,100.4,98.5,4.86,13,99,Medium,95,1,0,36.53,1,0.66,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2032,5.69,15.2,25.98,111.4,231.223,132.29,88.2,15.32,30.8,20.1,10.9,18.6,0,4,2,7,0,2.2,125.9,124.7,123.6,127.9,90.9,4.17,19,99,High,95,1,0,48.19,1,0.67,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2033,3.26,11.17,15.3,104.5,240.875,132.29,87.7,16.6,31.5,9.9,10.4,19.8,0,3,5,7,1.8,6,123.3,117.2,116.5,140,90.8,4.17,12.2,99,Medium,95,1,1,42.86,1,0.66,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2034,3.39,3.59,5.55,100.5,253.382,132.29,87.7,16.19,31,2,13.3,21.5,0,3,4,7,8,3.5,93.5,117.7,110.9,110.1,95.6,5.19,13.3,99,Low,95,1,0,42,1,0.66,In Crisis
Turkey,Europe,Upper-Middle,85,30,230,2035,3.07,9.83,12.23,111.6,266.036,132.29,87.6,17.25,34,12.1,13,22.4,0,3,1,7,0,1.5,109.3,121.2,122.2,120.6,90.2,4.99,21.3,99,Medium,95,1,0,44.93,1,0.66,In Crisis
Israel,Middle East,High,9,27,120,2000,5.84,3.09,4.03,63.2,3.7,159.6,62.9,1.72,33.6,7,1.4,16,0,3,3,5,2.3,2.8,101,86.9,93,101.5,105.6,0,7.8,14.09,Low,51.1,0,0,18.08,0,0.39,Strong
Israel,Middle East,High,9,27,120,2001,6.03,3.38,3.83,50.9,3.744,157.88,64.1,1.98,33.6,6.4,5.4,16.3,0,1,2,5,7.4,5.3,99.9,82.1,86.5,98.5,103.6,1.19,11.6,12.45,Low,59,0,0,12.72,0,0.41,Strong
Israel,Middle East,High,9,27,120,2002,3.97,1.72,2.19,50,3.786,158.8,65.1,1.34,27.4,2,6,13.7,0,3,5,5,5.9,4.2,88.4,85.5,86.8,103.3,101.6,1.12,11.8,13.35,Low,46.9,0,0,18.8,0,0.41,Moderate
Israel,Middle East,High,9,27,120,2003,2.07,2.58,3.46,55.9,3.825,156.16,66.2,1.96,28.2,2.1,4.1,19.1,0,1,2,5,0,1.1,92.4,85.9,98.1,101.9,99,1.03,2.9,14.15,Low,51.6,0,0,10.96,0,0.42,Moderate
Israel,Middle East,High,9,27,120,2004,4.08,2.5,3.15,63.4,3.85,161.44,68.4,1.48,31.5,3.1,3.1,13.1,0,3,4,5,0,1.9,93.8,94,91.9,102.8,102.6,0.65,11.2,15.49,Low,53.3,0,0,19.47,0,0.42,Strong
Israel,Middle East,High,9,27,120,2005,4.22,3.61,4.88,79.7,3.894,173.28,68.5,2.23,36.8,5.7,4,11.7,0,4,2,5,0,1.2,94,99.5,97.4,102.5,101.4,1.14,17.1,17.9,Low,48.8,0,0,24.72,0,0.4,Strong
Israel,Middle East,High,9,27,120,2006,3.36,3.23,3.41,82,3.938,166.99,69,1.59,34.8,2,2.9,20.6,0,4,2,5,2.3,3.5,89.3,101.7,100.5,107.9,101,1.13,20.1,18.51,Low,62.7,0,0,25.59,0,0.41,Moderate
Israel,Middle East,High,9,27,120,2007,1.55,4.28,5.87,77.8,3.97,174.32,71.7,1.34,31.7,2,1.5,17.4,0,2,4,5,0.8,2,95.1,91.1,98.4,98.4,98.2,0.81,13.7,18.8,Low,45.7,0,0,18.35,0,0.41,Moderate
Israel,Middle East,High,9,27,120,2008,1.79,4.77,5.52,134.4,4.012,164.45,75.3,2.21,37.4,10.5,3.1,17.3,0,2,4,5,0,5.1,100.5,125.6,119.6,99.5,97.3,1.06,10.9,21.26,Low,43.7,0,0,18.52,0,0.46,Moderate
Israel,Middle East,High,9,27,120,2009,0.05,2.42,3.22,39.1,4.051,175.12,77.2,1.95,36.3,8.4,2.3,14.6,0,4,4,5,0,6,101.7,83.6,80.7,91.8,97,0.97,12.2,21.43,Low,39.8,0,0,24.63,0,0.44,Moderate
Israel,Middle East,High,9,27,120,2010,4.43,3.12,2.51,74.9,4.101,179.07,77.7,1.55,35.4,2.6,3.3,15.9,0,3,3,5,0,3.7,97.7,85.2,87.6,97.9,102.5,1.23,16,17.73,Low,55.8,0,1,21.79,0,0.43,Strong
Israel,Middle East,High,9,27,120,2011,1.82,4.34,5.39,136.5,4.135,167.58,78.6,1.87,35.6,3.7,3.3,11.3,0,4,4,5,6.1,4.1,95.5,134.1,118.5,104.5,97.6,0.83,21.1,24.99,Low,49.4,0,0,28.1,0,0.47,Moderate
Israel,Middle East,High,9,27,120,2012,4.38,3.06,4.08,99.2,4.174,173.56,78.6,1.26,33,2,4.1,16.3,0,3,4,5,0,4.4,93.8,123.4,100.4,97.3,102.1,0.94,13.1,18.33,Low,52.8,0,0,21.25,0,0.45,Strong
Israel,Middle East,High,9,27,120,2013,6.8,3.5,3.66,90.2,4.214,191.41,79.6,2.06,38.8,2,3,13.3,0,2,4,5,1.2,4.7,84.1,106.6,105.4,94.6,105.9,0.96,10,15.02,Low,52,0,0,16.76,0,0.42,Strong
Israel,Middle East,High,9,27,120,2014,3.07,2.6,3.21,36.2,4.254,183.45,79.2,1.58,31.7,2.4,5.7,15.4,0,1,3,5,2.4,3.6,91.6,72.4,84.4,111.3,99.7,0.95,5.5,15.11,Low,58.6,0,0,12.5,0,0.43,Moderate
Israel,Middle East,High,9,27,120,2015,4.41,3.02,3.23,18.1,4.281,177.24,82.1,1.77,28.6,3.5,1.6,16.6,0,2,5,5,0,3,96.8,60.2,69.2,96,103.4,0.63,15.3,17.52,Low,54.8,0,0,18.76,0,0.46,Strong
Israel,Middle East,High,9,27,120,2016,3.26,2.69,3.07,41.9,4.328,191.92,82.6,1.82,31.2,6.4,1.9,16.6,0,3,5,5,0,3.8,92,75.1,82.8,85,101.8,1.1,14,18.28,Low,50.8,0,0,21.6,0,0.43,Moderate
Israel,Middle East,High,9,27,120,2017,5.53,2.49,3.45,52.8,4.373,183.59,81.6,1.97,34,2,2.9,17.8,0,2,1,5,0,1.5,95,78.6,80.3,90.9,104.9,1.04,12.1,15.22,Low,64.8,0,0,17.28,0,0.44,Strong
Israel,Middle East,High,9,27,120,2018,3.68,2.23,3.05,63.2,4.416,189.4,83.8,1.57,34,2,3.8,16,0,1,2,5,1.4,1.9,87.8,93.2,82.4,108.7,101.8,0.98,13,14.82,Low,58.5,0,0,14.48,0,0.44,Moderate
Israel,Middle East,High,9,27,120,2019,1.2,3.03,3.83,52.2,4.452,181.72,84.6,1.61,35.8,2.3,3.4,15.5,0,1,2,5,0,2.6,94.9,81.7,90.7,104.1,97.7,0.82,6.1,18.85,Low,55.7,0,0,13.92,0,0.47,Moderate
Israel,Middle East,High,9,27,120,2020,-2.68,3.41,4.03,22.7,4.492,179.99,85,1.74,38.7,3.9,4.5,19.1,0,1,3,5,2.8,7.7,89.9,67,75.5,87.8,91,0.9,13.3,23.08,Low,39.6,0,0,16.86,0,0.47,Contracting
Israel,Middle East,High,9,27,120,2021,5.41,4.93,7.51,85.3,4.538,194.72,86.6,2.42,37.8,5.5,5,13.7,0,1,8,5,5.7,9,107.1,99.2,102.1,110.9,101.7,1.02,13.8,18.21,Low,63.4,0,0,16.07,0,0.44,Strong
Israel,Middle East,High,9,27,120,2022,3.55,6.22,8.45,178.5,4.587,198.23,89.5,2.27,27,8.8,7.1,16.2,0,5,4,5,5.4,6.4,105.7,160.3,139.4,107.8,96.8,1.08,17.7,29.52,Medium,45,0,0,32.21,0,0.45,Moderate
Israel,Middle East,High,9,27,120,2023,-0.35,5.95,7.02,96.2,5.08,168.58,100.4,2.26,38.8,10.7,9.2,13.3,1,8,7,5,13.2,7.7,101.1,102.5,107.4,105.5,90.1,10.75,30.1,49.3,Medium,29.3,0,0,49.76,0,0.6,Contracting
Israel,Middle East,High,9,27,120,2024,6.54,4,6.01,76.2,5.387,156.74,109.9,1.78,33,6.3,7.9,22.2,1,8,7,5,11.3,4.2,96.7,93.2,94.8,99.6,102.7,6.04,25.7,42.85,Low,42.5,0,0,47.23,0,0.7,Moderate
Israel,Middle East,High,9,27,120,2025,5.03,3.5,3.09,77.9,5.611,137.86,119.3,2.06,33.7,3,8,21.3,1,7,6,5,18.9,3.8,87.6,94.3,104.1,81.6,100.7,4.16,26,47.93,Low,47.3,0,0,45.97,0,0.87,Moderate
Israel,Middle East,High,9,27,120,2026,3.04,3.57,4.19,85.4,5.66,137.43,120.8,2.14,34.5,4.6,2.5,17,0,2,1,5,0,4.2,112.1,107.2,98,108.4,100.5,0.87,16.2,39.09,Low,56.8,1,0,26.4,0,0.88,Moderate
Israel,Middle East,High,9,27,120,2027,-0.07,3.84,3.87,93.4,5.726,144.25,123.1,2.01,40.8,7.4,3.4,18.1,0,1,4,5,0,6.6,89.2,118.2,101,100.6,95.1,1.17,12.6,41.4,Low,46.2,1,0,23.23,0,0.85,Contracting
Israel,Middle East,High,9,27,120,2028,3.26,2.49,3.97,91.6,5.785,142.1,121.1,1.23,34.2,3.5,1.6,16.4,0,2,3,5,3.1,3.1,88.3,109.9,98.3,108,102.1,1.03,20.6,35.28,Low,50.4,1,0,26.4,0,0.85,Moderate
Israel,Middle East,High,9,27,120,2029,3.23,3.47,4.61,100.6,5.853,141.93,122.5,1.82,31.1,7.1,6.5,10.4,0,4,1,5,2.2,4,97.4,109,103.3,108.7,98.8,1.18,21.4,43.72,Low,36.8,1,0,34.93,0,0.86,Moderate
Israel,Middle East,High,9,27,120,2030,3.29,4.52,4.55,95.9,5.879,154.27,125.1,1.66,36.2,7.1,3.5,16.2,0,1,3,5,0,4.9,97,107.6,106.5,115.2,99.6,0.44,14.3,38.71,Low,56.9,1,0,23.19,0,0.81,Moderate
Israel,Middle East,High,9,27,120,2031,2.5,3.57,3.77,101.8,5.947,150.83,126,1.53,35.2,5.4,1.1,16.9,0,4,1,5,0,2.6,94.9,119.9,108.3,92.8,100.3,1.16,18.1,45.53,Low,42.7,1,0,34.74,0,0.84,Moderate
Israel,Middle East,High,9,27,120,2032,4.38,2.53,3.95,96.6,5.983,143.7,126.8,1.4,29.6,2.5,2.4,15.1,0,1,4,5,1.5,3.4,93.7,110,94.7,111.9,103.3,0.61,13.5,34.28,Low,61.3,1,0,21.66,0,0.88,Moderate
Israel,Middle East,High,9,27,120,2033,2.96,4.15,5.07,105.6,6.044,135.4,127.1,2.17,34.4,3.1,5.6,13.3,0,3,1,5,7.3,2.2,92.3,116.2,109.2,101.1,98.3,1.02,20.4,46.42,Low,49.1,1,0,32.68,0,0.94,Moderate
Israel,Middle East,High,9,27,120,2034,2.26,3.25,3.87,105.2,6.086,141.33,127,1.34,42.5,3.1,7,17,0,1,2,5,1.8,2.3,88.7,118.4,106.8,101.9,97.3,0.69,13.1,39.26,Low,62.8,1,0,22.93,0,0.9,Moderate
Israel,Middle East,High,9,27,120,2035,1.81,1.65,2.11,105.2,6.108,144.99,128.5,1.22,36.2,2,6.7,16.7,0,1,1,5,6.6,2.7,86.8,119.8,103.3,105.7,98,0.36,11.1,34.57,Low,58.6,1,0,21.09,0,0.89,Moderate
Iran,Middle East,Upper-Middle,87,25,100,2000,0.7,34.56,33.28,70.7,45000,10.82,45.1,26.07,28.7,44.7,16,30.5,0,1,6,9,5.2,5.4,182.6,99.5,150.4,173.9,65.4,0,14.1,42.52,High,48.6,0,0,24.59,1,4.16,In Crisis
Iran,Middle East,Upper-Middle,87,25,100,2001,-0.69,21.11,27.35,54.3,49796.796,10.94,46.4,23.04,29.8,27.7,14,31.5,0,4,4,9,5.6,3.1,152.3,78.8,124.6,138.2,75.1,10.66,12,46.4,High,35.4,0,0,32.09,1,4.24,Contracting
Iran,Middle East,Upper-Middle,87,25,100,2002,-0.19,21.53,27.8,57.5,54042.273,11.65,45.6,21.84,29.8,23.4,14.6,30.9,0,2,5,9,0,3.2,143.4,86.6,126.7,133.4,75.2,8.53,9,40.63,High,42.2,0,0,23.92,1,3.91,Contracting
Iran,Middle East,Upper-Middle,87,25,100,2003,3.62,17.52,16.64,72.3,58557.561,10.97,43.8,21.12,33.5,22.6,11.3,29.5,0,4,2,9,0,3.8,149.3,96,127.3,142.7,85.8,8.36,14.9,37.74,High,42.5,0,0,29.98,0,3.99,Moderate
Iran,Middle East,Upper-Middle,87,25,100,2004,5.1,31.41,49.39,70.5,65440.83,11.82,43.6,17.78,39,35,15.5,28,0,5,4,9,0,2.1,181.4,94.1,146.8,173.3,74.8,11.75,23.8,44.95,High,42.9,0,0,39.08,1,3.69,In Crisis
Iran,Middle East,Upper-Middle,87,25,100,2005,1.77,28.13,36.71,96.8,72744.791,12.54,45.2,24.94,33.7,39.3,15.4,34.8,0,1,2,9,5.1,3.6,170.8,112.4,156.5,166.5,72.5,11.16,10.8,38.67,High,45.2,0,1,21.85,1,3.6,Moderate
Iran,Middle East,Upper-Middle,87,25,100,2006,1.44,21.19,22.26,91.6,79251.802,13.33,46.2,20.31,32.6,26.2,10.4,33.9,0,3,3,9,0,1.5,142.9,113.1,140.2,157.9,80,8.94,11.8,40.98,High,44.7,0,0,27.68,1,3.46,Moderate
Iran,Middle East,Upper-Middle,87,25,100,2007,2.225,9.04,7.5,101,86093.534,12.74,47.8,31.62,32.4,11.9,13.7,29.7,0,2,5,9,0,3,111.8,104.3,118.9,117.6,89.7,8.63,7,29.29,Medium,48.1,0,0,18.82,0,3.75,Moderate
Iran,Middle East,Upper-Middle,87,25,100,2008,-2,33.56,40.11,160.5,95645.509,12.69,49.1,19.95,33.5,43,14,31.2,0,3,3,9,1.6,5.9,185.8,153.7,188.8,176.5,63.2,11.09,14.1,52.25,High,35.4,0,0,33.08,1,3.87,In Crisis
Iran,Middle East,Upper-Middle,87,25,100,2009,-0.12,18.7,27.33,40.4,107085.393,11.88,52.5,21.54,41.6,19.5,9,34.3,0,2,4,9,0,6.7,144.3,71.7,107.5,144.4,80.4,11.96,6.9,42.24,High,41.2,0,0,23.72,0,4.42,Contracting
Iran,Middle East,Upper-Middle,87,25,100,2010,2.98,33.47,38.82,96,116216.199,12.09,53.8,21.62,27.1,37.2,11.4,30.3,0,6,1,9,0,2.9,191.3,113.9,163.3,169.3,72,8.53,20.1,55.89,High,31.4,0,0,44.71,1,4.45,In Crisis
Iran,Middle East,Upper-Middle,87,25,100,2011,2.225,30.62,37.77,167.6,126063.306,12.22,55.7,23.63,36.2,36.4,18.2,30.1,0,4,4,9,0,5.8,177.1,153.2,178.8,164.6,70.7,8.47,19.7,50.89,High,42.9,0,1,37.03,1,4.55,In Crisis
Iran,Middle East,Upper-Middle,87,25,100,2012,3.35,23.77,33.49,130.7,139032.549,11.5,55.3,23.9,30.2,25,8.8,30.3,0,5,4,9,0,2.4,160.6,119.6,162.4,157.6,81.6,10.29,19.9,49.65,High,31.7,0,0,38.72,1,4.8,Moderate
Iran,Middle East,Upper-Middle,87,25,100,2013,5.94,23.73,34.62,98.3,151093.311,11.69,55.1,29.79,35.9,27.8,11.6,29.5,0,3,3,9,3.8,2.9,158.9,114,144.4,149.3,84.1,8.67,15.6,41.35,High,57.4,0,0,29.55,1,4.71,Moderate
